[16:10:08] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 124)
[08:20:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:20:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:20:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:20:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:21:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:21:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:21:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:21:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:22:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:22:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:22:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:22:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:23:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:23:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:23:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:23:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:24:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:24:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:24:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:24:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:25:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:25:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:25:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:25:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:26:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:26:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:26:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:26:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:27:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:27:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:27:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:27:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:28:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:28:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:28:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:28:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:29:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:29:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:29:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:29:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:30:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:30:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:30:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:30:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:31:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:31:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:31:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:31:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:32:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 149)
[08:32:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:32:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:32:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:33:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:33:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:33:39] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:33:54] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:34:09] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:34:24] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:34:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:35:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:35:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:35:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:35:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:36:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:36:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:36:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:36:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:37:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:37:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:37:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:37:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:38:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:38:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:38:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:38:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:39:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:39:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:39:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:39:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:40:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:40:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:40:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:40:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:41:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:41:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:41:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:41:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:42:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:42:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:42:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:42:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:43:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:43:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:43:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:43:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:44:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:44:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:44:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:44:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:45:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:45:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:45:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:45:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:46:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:46:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:46:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:47:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:47:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:47:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:48:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:48:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:48:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:48:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:49:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:49:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:49:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:49:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:50:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:50:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:50:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:50:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:51:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:51:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:51:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:51:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:52:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:52:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:52:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:52:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:53:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:53:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:53:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:53:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:54:00] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:54:15] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:54:30] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:54:45] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:55:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:55:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:55:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:55:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:56:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:56:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:56:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:56:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:57:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:57:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:57:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:57:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:58:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:58:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:58:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:58:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:59:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:59:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:59:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[08:59:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:00:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:00:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:00:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:00:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:01:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:01:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:01:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:01:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:02:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:02:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:02:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:02:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:03:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:03:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:03:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:03:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:04:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:04:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:04:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:04:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:05:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:05:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:05:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:05:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:06:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:06:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:06:44] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:06:59] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:07:14] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:07:29] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:07:48] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:08:03] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:08:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:08:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:08:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:09:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:09:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:09:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:09:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:10:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:10:19] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:10:34] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:10:49] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:11:04] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:11:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:11:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:11:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:12:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:12:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:12:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:12:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:13:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:13:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:13:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:13:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:14:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:14:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:14:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:14:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:15:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:15:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:15:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:15:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:16:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:16:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:16:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:16:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:17:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:17:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:17:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:17:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:18:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:18:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:18:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:18:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:19:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:19:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:19:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:19:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:20:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:20:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:20:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:20:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:21:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:21:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:21:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:21:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:22:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:22:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:22:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:22:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:23:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:23:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:23:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:23:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:24:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:24:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:24:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:24:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:25:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:25:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:25:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:25:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:26:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:26:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:26:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:26:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:27:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:27:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:27:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:27:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:28:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:28:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:28:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:28:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:29:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:29:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:29:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:29:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:30:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:30:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:30:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:30:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:31:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:31:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:31:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:31:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:32:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:32:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:32:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:32:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:33:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:33:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:33:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:33:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:34:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:34:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:34:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:34:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:35:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:35:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:35:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:35:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:36:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:36:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:36:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:36:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:37:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:37:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:37:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:37:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:38:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:38:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:38:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:38:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:39:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:39:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:39:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:39:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:40:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:40:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:40:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:40:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:41:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:41:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:41:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:41:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:42:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:42:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:42:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:42:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:43:12] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:43:27] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:43:42] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
[09:43:57] 循环异常，5秒后重试: invalid syntax (realtime_quotes.py, line 151)
